"code","iso","country","MPAEEZ.1990","MPAEEZ.1991","MPAEEZ.1992","MPAEEZ.1993","MPAEEZ.1994","MPAEEZ.1995","MPAEEZ.1996","MPAEEZ.1997","MPAEEZ.1998","MPAEEZ.1999","MPAEEZ.2000","MPAEEZ.2001","MPAEEZ.2002","MPAEEZ.2003","MPAEEZ.2004","MPAEEZ.2005","MPAEEZ.2006","MPAEEZ.2007","MPAEEZ.2008","MPAEEZ.2009","MPAEEZ.2010","MPAEEZ.2011","MPAEEZ.2012"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"ALB","Albania",0.153569041897352,0.153569041897352,0.153569041897352,0.153569041897352,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475,0.619940962218475
12,"DZA","Algeria",0.0196315642123936,0.0196315642123936,0.0196315642123936,0.0196315642123936,0.0196315642123936,0.0196315642123936,0.0196315642123936,0.0196315642123936,0.0196315642123936,0.0196315642123936,0.0196315642123936,0.0196315642123936,0.0196315642123936,0.0408339630858498,0.0408339630858498,0.0408339630858498,0.0408339630858498,0.0408339630858498,0.0408339630858498,0.0408339630858498,0.0408339630858498,0.0408339630858498,0.0408339630858498
16,"ASM","American Samoa",0.0121343423344985,0.0121343423344985,0.0121343423344985,0.0121343423344985,0.0127021027313527,0.0127021027313527,0.0127021027313527,0.0127021027313527,0.0127021027313527,0.0127021027313527,0.0127021027313527,0.0141399375026068,0.0141571423631176,0.0142308774795921,0.0142308774795921,0.0142308774795921,0.0142308774795921,0.0142308774795921,0.0142308774795921,8.61348560716334,8.61348560716334,8.61348560716334,8.61348560716334
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296,0.0153448661003296
660,"AIA","Anguilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"ATG","Antigua and Barbuda",0.0246476502173735,0.0246476502173735,0.0246476502173735,0.0248874851371533,0.0248874851371533,0.0248874851371533,0.0248874851371533,0.0248874851371533,0.0248874851371533,0.0296841835327499,0.0296841835327499,0.0296841835327499,0.0296841835327499,0.0296841835327499,0.0296841835327499,0.0296841835327499,0.0296841835327499,0.0296841835327499,0.0296841835327499,0.0296841835327499,0.0296841835327499,0.0296841835327499,0.0296841835327499
32,"ARG","Argentina",0.116736278789058,0.140756495274383,0.163737486300805,0.232589169832216,0.232589169832216,0.232589169832216,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101,0.234763520881101
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",1.24621497041614,1.25250080373193,1.26303707339579,1.29656217819675,1.29656217819675,1.29657593757271,1.29660862985,1.29660862985,1.50966144909039,3.3151353918247,3.3501954926083,3.35019659335837,3.3614382236717,3.36930946732367,6.50225696199739,6.51100099038557,6.51816698346309,9.02705071629919,9.0274659192283,9.28075236461508,9.28075236461508,9.28075236461508,9.28075236461508
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"BHS","Bahamas",0.098497867042621,0.098497867042621,0.098497867042621,0.098497867042621,0.103259234469282,0.103259234469282,0.103259234469282,0.103259234469282,0.103259234469282,0.103259234469282,0.103259234469282,0.103259234469282,0.25361293378382,0.25361293378382,0.25361293378382,0.25361293378382,0.25361293378382,0.25361293378382,0.25361293378382,0.25361293378382,0.25361293378382,0.25361293378382,0.25361293378382
48,"BHR","Bahrain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"BGD","Bangladesh",0.0727376796091286,0.0727376796091286,0.0727376796091286,0.0727376796091286,0.0727376796091286,0.0727376796091286,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982,0.903275425953982
52,"BRB","Barbados",0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478,0.00034181928185478
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"BLZ","Belize",0.26371175398987,0.26371175398987,0.26371175398987,1.17164391287012,1.20184476650706,1.20184476650706,3.27838141108446,3.27838141108446,4.98582107223807,4.98582107223807,6.38086288232195,6.40208361022054,6.50600438838022,6.65692576309655,6.65692576309655,6.65711918118937,6.65711918118937,6.65711918118937,6.65711918118937,6.65711918118937,6.65745075506279,6.65745075506279,6.65745075506279
204,"BEN","Benin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"BMU","Bermuda",0.0321300650181631,0.0321300650181631,0.0321300650181631,0.0321300650181631,0.0321300650181631,0.0321300650181631,0.0321300650181631,0.0321610593618725,0.0321610593618725,0.0321610593618725,0.0334428968624249,0.0334428968624249,0.0334428968624249,0.0334428968624249,0.0334428968624249,0.0334428968624249,0.0334428968624249,0.0334428968624249,0.0334428968624249,0.0334428968624249,0.0334428968624249,0.0334428968624249,0.0334428968624249
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",0.696304760685708,0.772416044832404,0.870602214083951,0.959200854486468,0.961320953547838,0.961320953547838,0.978941453371887,1.1010333044402,1.10244742956509,1.13083852250258,1.1849103018882,1.18688017056679,1.19534369310985,1.29036685962825,1.32161913375087,1.32166757760619,1.34527524806581,1.34601986822395,1.34601986822395,1.34601986822395,1.34601986822395,1.34601986822395,1.34601986822395
92,"VGB","British Virgin Islands",0.0596595706769239,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0496584030468073,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874,0.0596719790734874
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716,0.000255309226279716
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",0,0,0,0,0,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352,0.0122333299662352
120,"CMR","Cameroon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,"CAN","Canada",0.334276961093047,0.337822324123857,0.355178772500406,0.356404543413879,0.356444512307398,0.387596861340882,0.401445646603652,0.401687205331296,0.424453766338476,0.430842156908737,0.430842156908737,0.442139390842437,0.442177090759468,0.501315344869119,0.54434892747698,0.554472227883125,0.562137528606165,0.564537233047193,0.688635062251412,0.690449719831845,0.813518655467087,0.813518655467087,0.813518655467087
132,"CPV","Cape Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,"CYM","Cayman Islands",0.0593056724480367,0.0593056724480367,0.0593056724480367,0.0593056724480367,0.0593056724480367,0.0593056724480367,0.0593056724480367,0.0593056724480367,0.0593056724480367,0.0593056724480367,0.0593056724480367,0.0593056724480367,0.0646112658552646,0.0694907407368726,0.0694907407368726,0.0694907407368726,0.0694907407368726,0.0694907407368726,0.0694907407368726,0.0694907407368726,0.0694907407368726,0.0694907407368726,0.0694907407368726
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",0.481531745061295,0.481531745061295,0.48156943626845,0.48156943626845,0.48156943626845,0.48156943626845,0.483835789573494,0.483928255052917,0.483928255052917,0.483992519916915,0.483992519916915,0.484065461893352,0.484065461893352,0.497507393699719,0.498227322872355,0.499999080768401,0.499999080768401,0.500002063525802,0.500002063525802,0.500002063525802,4.57973683066375,4.57973683066375,4.57973683066375
156,"CHN","China",0.129029691925362,0.129029691925362,0.221855967279374,0.221855967279374,0.221855967279374,0.221855967279374,0.221855967279374,0.237349938334179,0.237349938334179,0.237349938334179,0.253721943111553,0.253721943111553,0.281189726524018,0.281189726524018,0.281189726524018,0.281189726524018,0.281189726524018,0.281189726524018,0.33022894156187,0.33022894156187,0.33022894156187,0.33022894156187,0.33022894156187
170,"COL","Colombia",0.224965617169664,0.224965617169664,0.224965617169664,0.224965617169664,0.224965617169664,1.4979699441676,1.4979699441676,1.4979699441676,1.4979699441676,1.4979699441676,1.4979699441676,1.4979699441676,1.4979699441676,1.4979699441676,1.4979699441676,9.07364425335798,9.07364425335798,9.07364425335798,9.07364425335798,9.07364425335798,9.13093345682781,9.13093345682781,9.13093345682781
174,"COM","Comoros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"COG","Congo",0,0,0,0,0,0,0,0,0,2.97194629910796,2.97194629910796,2.97194629910796,2.97194629910796,2.97194629910796,2.97194629910796,2.97194629910796,2.97194629910796,2.97194629910796,2.97194629910796,2.97194629910796,2.97194629910796,2.97194629910796,2.97194629910796
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",0.659508912951243,0.661618536484759,0.670754455504084,0.670754455504084,0.670790888147344,0.670835995229475,0.670835995229475,0.671245428744204,0.671245428744204,0.671245428744204,0.671245428744204,0.671245428744204,0.671245428744204,0.671245428744204,0.671245428744204,0.671245428744204,0.671245428744204,0.671245428744204,0.671245428744204,0.671245428744204,0.671245428744204,0.671245428744204,0.671245428744204
384,"CIV","Cote d'Ivoire",0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345,0.11671976490345
191,"HRV","Croatia",0.91107500567028,0.91107500567028,0.91107500567028,0.91107500567028,0.91107500567028,0.91107500567028,0.91107500567028,0.91107500567028,0.91107500567028,0.91107500567028,0.91107500567028,0.91107500567028,0.91107500567028,0.91107500567028,0.91107500567028,0.91107500567028,2.15772468650191,2.15772468650191,2.15772468650191,2.15772468650191,2.15772468650191,2.15772468650191,2.15772468650191
192,"CUB","Cuba",0.407757269468651,0.407757269468651,0.407757269468651,0.407757269468651,0.407757269468651,0.407757269468651,0.407757269468651,0.407757269468651,0.407757269468651,0.409614952153383,0.409614952153383,1.03789520363194,1.0387682872949,1.0387682872949,1.0387682872949,1.0387682872949,1.0387682872949,1.0387682872949,1.0387682872949,1.0387682872949,1.6287688519434,1.6287688519434,1.6287688519434
196,"CYP","Cyprus",0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043,0.00657498440970043
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",0,0,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691,19.7841695687691
208,"DNK","Denmark",0.0530913604752635,0.0530913604752635,0.0552012822139918,0.0552012822139918,0.0552012822139918,0.0552012822139918,0.0552012822139918,0.0552012822139918,0.0552012822139918,0.0552012822139918,0.0552012822139918,0.0552012822139918,0.0567401457522417,0.0567401457522417,0.0567401457522417,0.0567401457522417,0.0567401457522417,0.0572361744081317,0.0572361744081317,0.0747877827225027,0.0747877827225027,0.0747877827225027,0.0747877827225027
262,"DJI","Djibouti",0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867,0.175440088201867
212,"DMA","Dominica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"DOM","Dominican Republic",0.635196345374415,0.635196345374415,0.635196345374415,0.635196345374415,0.635196345374415,0.657514534166191,0.663138422136569,0.663138422136569,0.663138422136569,0.663138422136569,8.96150659302945,8.96150659302945,8.96150659302945,8.96150659302945,8.96150659302945,8.96150659302945,8.96150659302945,8.96150659302945,8.96150659302945,8.96150659302945,8.96150659302945,8.96150659302945,8.96150659302945
218,"ECU","Ecuador",0.0816929573300545,0.0816929573300545,0.0816929573300545,0.0816929573300545,0.0816929573300545,0.11202851622164,12.9394088992787,12.9394088992787,12.9394088992787,12.9394088992787,12.9394088992787,12.9394088992787,12.9394088992787,12.9394088992787,12.9394088992787,12.9394088992787,12.9394088992787,12.9394088992787,12.9795035397782,12.9795035397782,12.9795035397782,12.9795035397782,12.9795035397782
818,"EGY","Egypt",0.12906265661341,0.12906265661341,0.12906265661341,0.12906265661341,0.12906265661341,2.39132276339566,2.50024693304221,2.50024693304221,2.76726905660861,2.76726905660861,2.76726905660861,2.76726905660861,2.76726905660861,3.53293440709714,3.53293440709714,3.53293440709714,4.17317411399873,4.17317411399873,4.17317411399873,4.17317411399873,4.29725060437313,4.29725060437313,4.29725060437313
222,"SLV","El Salvador",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222157493075452,0.22266591110099,0.22266591110099,0.22266591110099,0.22266591110099,0.22266591110099
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0.254302068143097,0.254302068143097,0.254302068143097,0.254302068143097,0.254302068143097,0.254302068143097,0.254302068143097,0.254302068143097,0.254302068143097,0.254302068143097,0.254302068143097,0.254302068143097,0.254302068143097
232,"ERI","Eritrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"EST","Estonia",0.249238229580286,0.249238229580286,0.249238229580286,0.249238229580286,0.249238229580286,0.249238229580286,0.249238229580286,0.356998833708989,0.404381149033696,0.404381149033696,0.404381149033696,0.404381149033696,0.404381149033696,0.404381149033696,0.404381149033696,1.05445870654925,1.57923388457456,15.3246232422667,16.576308396124,16.576308396124,16.9856815607216,16.9856815607216,16.9856815607216
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"FJI","Fiji",0.023390264555296,0.023390264555296,0.023390264555296,0.023390264555296,0.023390264555296,0.023390264555296,0.023390264555296,0.0290102944282967,0.0290102944282967,0.0294954990970132,0.0549641084912385,0.172521164484715,0.183106816023068,0.505487460059176,0.790026775648786,0.809608029030877,0.869805085326602,0.897470250251339,0.897470250251339,0.897470250251339,0.897470250251339,0.897470250251339,0.897470250251339
246,"FIN","Finland",1.1865810960861,1.36419298223703,1.36419298223703,1.36419298223703,1.36419298223703,1.36419298223703,1.36419298223703,1.36419298223703,1.38123810900198,1.38123810900198,1.38123810900198,1.67510894072209,1.71594349772424,1.77765327975954,1.88176772119264,1.90540252013329,1.95857189671343,1.99910908583762,2.01601147602115,2.01997241615564,2.01997241615564,2.01997241615564,2.01997241615564
250,"FRA","France",0.00434787608959048,0.00434787608959048,0.0044660195678739,0.0044660195678739,0.00468720768987174,0.00468720768987174,0.00493849543662726,0.00547528841886936,0.00547528841886936,0.0137208208036292,0.0137208208036292,0.0137208208036292,0.0137208208036292,0.0179815354391168,0.018666865657541,0.018666865657541,0.018666865657541,0.0517429217129251,0.052362856329677,0.052362856329677,0.052362856329677,0.052362856329677,0.052362856329677
254,"GUF","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",0.230568461607749,0.230568461607749,0.230568461607749,0.230568461607749,0.230568461607749,0.230568461607749,0.230568461607749,0.230568461607749,0.230568461607749,0.230568461607749,0.230568461607749,0.230568461607749,0.409568537327509,0.924375749027088,0.924375749027088,0.924375749027088,0.924375749027088,0.924375749027088,0.924375749027088,0.924375749027088,0.924375749027088,0.924375749027088,0.924375749027088
